cod_ine,n_viviendas,pct_agua_caneria,pct_agua_pileta,pct_agua_pozo,pct_agua_pozo_bomba,pct_agua_carro,pct_agua_interior,pct_agua_lote,pct_agua_sin_caneria,pct_servicio_sanitario,pct_sanitario_exclusivo,pct_sanitario_compartido,pct_sin_sanitario,pct_alcantarillado,pct_camara_septica,pct_pozo_ciego,pct_desague_superficie,pct_electricidad,pct_elec_red,pct_panel_solar,pct_motor_propio,pct_sin_energia,pct_gas_red,pct_gas_garrafa,pct_lena_guano,pct_combustible_limpio,pct_no_cocina,pct_cocina_exclusiva,pct_basura_formal,pct_basura_carro,pct_basura_contenedor,pct_basura_quema,pct_basura_entierra,pct_basura_informal,pct_viv_propia,pct_viv_alquilada,pct_viv_anticretico,pct_viv_prestada,pct_viv_cedida,pct_pared_ladrillo,pct_pared_adobe,pct_pared_madera,pct_pared_precaria,pct_techo_calamina,pct_techo_teja,pct_techo_losa,pct_techo_paja,pct_piso_tierra,pct_piso_cemento,pct_piso_ceramica,pct_piso_mosaico,pct_monoambiente,pct_urbano,pct_revoque,pct_hogar_nuclear,pct_hogar_monoparental,pct_hogar_extendido,pct_hogar_compuesto,pct_departamento,pct_con_emigrante,pct_hogar_fallecido,pct_hacinamiento,pct_choza,pct_agua_rio,pct_agua_lluvia,pct_agua_no_mejorada,pct_agua_mejorada,pct_saneamiento_mejorado,pct_radio,pct_televisor,pct_computadora,pct_auto,pct_bicicleta,pct_moto,pct_carreta,pct_bote,pct_internet,pct_telefonia,pct_celular,pct_internet_fijo,pct_internet_movil,pct_tv_cable,pct_telefono_fijo,pct_refrigerador,pct_microondas,pct_calefon,pct_aire_acond,pct_lavadora,pct_vivienda_desocupada,tam_hogar,_den_tam_hogar,pers_x_vivienda,_den_pers_x_vivienda,pers_x_dormitorio,_den_pers_x_dormitorio,pers_x_habitacion,_den_pers_x_habitacion
010101,63108,88.43728211954111,7.097356911960449,1.413449958800786,0.8556759840273817,2.210496292070736,78.55263991886925,15.237370856309818,6.209989224820942,88.13938011028712,45.30645876909425,42.83292134119288,11.860619889712874,85.13342207010204,0.8620143246498067,1.0236420105216455,1.1203017050136275,97.41237244089497,96.94491981999113,0.02218419217848767,0.223426506940483,2.587627559105026,29.054953413196426,67.34486911326614,1.3912657666222983,96.69930912087216,1.8444571211256893,73.72599353489257,79.54459022627876,67.558788109273,11.985802117005768,6.5538442035875,0.3723775115674716,13.139380110287126,54.38296254040692,28.265830005704508,6.921467959688154,7.602839576598846,1.2438993471509159,72.69442859859289,26.270837294796223,0.033276288267731505,0.02059960702288141,36.096849844710654,39.82062496038537,20.81194143373265,0.36603917094504657,5.111871711985802,50.58946567788553,30.740952018761487,2.8839449832033974,33.32857957786651,100.0,84.53603346643848,,,,,7.9799708436331365,12.698865437028585,4.289472016226152,16.585852823730747,,,,,,44.22260252265957,82.3651518032579,87.69728085187297,43.28294352538506,29.202319832667808,21.369715408506053,11.130126132978386,1.0188882550548266,0.19173480382835772,17.492235532737528,85.97800595804019,,,,,,,,,,,3.939881602390942,3.6764593,63108,3.6764593,63108,1.740932,133270.0,1.2579035,184445.0
010301,825,92.72727272727273,3.878787878787879,0.36363636363636365,0.24242424242424243,0.0,90.9090909090909,5.212121212121212,3.878787878787879,75.03030303030303,35.878787878787875,39.15151515151515,24.96969696969697,70.9090909090909,0.7272727272727273,3.272727272727273,0.12121212121212122,92.24242424242425,91.39393939393939,0.12121212121212122,0.36363636363636365,7.757575757575758,0.0,80.48484848484848,17.21212121212121,80.72727272727273,2.0606060606060606,70.18181818181819,88.60606060606061,73.33333333333333,15.272727272727273,4.121212121212121,0.24242424242424243,6.666666666666667,70.54545454545455,17.575757575757574,0.8484848484848485,5.818181818181818,4.0,25.21212121212121,73.57575757575758,0.0,0.0,41.45454545454545,53.45454545454545,2.5454545454545454,1.5757575757575757,16.363636363636363,65.33333333333333,11.878787878787879,0.7272727272727273,26.181818181818183,100.0,85.21212121212122,,,,,0.48484848484848486,10.545454545454545,6.0606060606060606,33.696969696969695,,,,,,34.666666666666664,67.39393939393939,67.51515151515152,13.212121212121213,13.212121212121213,35.03030303030303,13.818181818181818,0.8484848484848485,0.0,2.6666666666666665,70.06060606060606,,,,,,,,,,,3.9215686274509802,4.650909,825,4.650909,825,2.4147263,1589.0,1.5058869,2548.0
010302,560,81.78571428571429,13.571428571428571,1.7857142857142858,0.7142857142857143,0.17857142857142858,79.28571428571429,14.107142857142858,6.607142857142857,65.71428571428571,29.821428571428573,35.892857142857146,34.285714285714285,60.0,1.7857142857142858,3.2142857142857144,0.7142857142857143,85.71428571428571,83.92857142857143,0.35714285714285715,0.8928571428571429,14.285714285714286,2.142857142857143,66.42857142857143,29.285714285714285,68.75,1.6071428571428572,63.392857142857146,6.428571428571429,3.0357142857142856,3.392857142857143,28.75,2.3214285714285716,61.25,70.71428571428571,20.892857142857142,0.7142857142857143,4.464285714285714,0.8928571428571429,12.5,85.89285714285714,0.35714285714285715,0.0,11.071428571428571,72.67857142857143,1.0714285714285714,14.464285714285714,33.75,49.464285714285715,6.071428571428571,0.7142857142857143,26.964285714285715,100.0,83.75,,,,,0.35714285714285715,7.142857142857143,4.107142857142857,35.17857142857143,,,,,,27.678571428571427,76.78571428571429,57.67857142857143,8.75,7.5,25.0,5.0,1.6071428571428572,0.5357142857142857,1.7857142857142858,53.392857142857146,,,,,,,,,,,0.9316770186335404,4.4,560,4.4,560,2.5991561,948.0,1.6437625,1499.0
010401,986,95.74036511156187,3.8539553752535496,0.0,0.0,0.10141987829614604,88.84381338742394,10.446247464503042,0.7099391480730223,78.29614604462475,30.425963488843813,47.870182555780936,21.703853955375255,76.57200811359026,0.10141987829614604,1.6227180527383367,0.0,93.71196754563894,93.10344827586206,0.10141987829614604,0.10141987829614604,6.288032454361055,0.0,89.55375253549695,6.9979716024340775,89.8580121703854,3.0425963488843815,71.50101419878297,85.29411764705883,74.64503042596348,10.649087221095336,3.9553752535496955,0.5070993914807302,9.837728194726166,64.70588235294117,26.774847870182555,1.7241379310344827,4.9695740365111565,0.7099391480730223,29.20892494929006,69.97971602434077,0.0,0.0,8.620689655172415,88.5395537525355,1.1156186612576064,1.1156186612576064,4.462474645030426,45.537525354969574,21.196754563894523,0.9127789046653144,34.68559837728195,100.0,94.9290060851927,,,,,1.3184584178498986,8.620689655172415,3.8539553752535496,18.356997971602436,,,,,,29.81744421906694,79.41176470588235,79.10750507099391,19.066937119675455,14.401622718052739,29.81744421906694,10.040567951318458,2.839756592292089,0.2028397565922921,5.273833671399594,78.49898580121703,,,,,,,,,,,4.535637149028077,3.225152,986,3.225152,986,1.8574766,1712.0,1.158048,2746.0
010403,604,86.09271523178808,7.119205298013245,0.0,0.0,0.0,75.33112582781457,17.71523178807947,6.953642384105961,80.29801324503312,46.688741721854306,33.609271523178805,19.70198675496689,77.1523178807947,0.8278145695364238,1.8211920529801324,0.4966887417218543,95.03311258278146,91.88741721854305,0.0,0.33112582781456956,4.966887417218543,0.0,74.17218543046357,22.185430463576157,75.0,1.8211920529801324,64.90066225165563,89.73509933774834,82.11920529801324,7.6158940397351,5.629139072847682,0.33112582781456956,3.4768211920529803,61.09271523178808,27.1523178807947,0.8278145695364238,5.960264900662252,1.6556291390728477,19.867549668874172,72.35099337748345,0.16556291390728478,0.16556291390728478,35.9271523178808,54.966887417218544,2.3178807947019866,1.3245033112582782,15.397350993377483,54.47019867549669,8.940397350993377,2.814569536423841,29.13907284768212,100.0,84.76821192052981,,,,,1.6556291390728477,10.264900662251655,2.6490066225165565,18.543046357615893,,,,,,45.86092715231788,51.98675496688742,69.86754966887418,19.70198675496689,8.112582781456954,24.172185430463575,7.450331125827814,1.1589403973509933,0.33112582781456956,2.980132450331126,72.68211920529801,,,,,,,,,,,4.171934260429835,3.3592715,604,3.3592715,604,1.9660853,1032.0,1.2106205,1676.0
010501,2765,94.35804701627487,4.84629294755877,0.25316455696202533,0.03616636528028933,0.07233273056057866,78.77034358047017,19.42133815551537,1.8083182640144666,88.64376130198914,40.3254972875226,48.31826401446654,11.35623869801085,77.10669077757686,1.2296564195298372,10.126582278481013,0.18083182640144665,96.52802893309223,96.13019891500905,0.0,0.14466546112115733,3.4719710669077757,42.42314647377938,51.066907775768534,3.8336347197106693,93.81555153707052,2.2423146473779387,75.623869801085,87.59493670886076,72.40506329113924,15.189873417721518,8.1374321880651,1.0126582278481013,2.965641952983725,59.3128390596745,27.341772151898734,3.4719710669077757,5.93128390596745,2.386980108499096,57.32368896925859,40.47016274864376,1.301989150090416,0.21699819168173598,17.32368896925859,66.83544303797468,14.61121157323689,0.28933092224231466,9.439421338155515,69.4755877034358,18.155515370705245,1.193490054249548,32.29656419529837,100.0,87.52260397830018,,,,,2.857142857142857,9.22242314647378,3.6889692585895117,22.78481012658228,,,,,,35.479204339963836,74.46654611211574,82.56781193490055,26.329113924050635,25.678119349005424,31.175406871609404,13.417721518987342,0.7233273056057866,0.18083182640144665,10.669077757685352,81.51898734177215,,,,,,,,,,,2.578150177247825,3.8799276,2765,3.8799276,2765,2.0722425,5177.0,1.4247012,7530.0
010601,781,86.04353393085788,7.9385403329065305,0.38412291933418696,0.12804097311139565,0.0,85.1472471190781,6.914212548015365,7.9385403329065305,60.43533930857875,25.86427656850192,34.571062740076826,39.56466069142125,58.51472471190781,0.2560819462227913,1.1523687580025608,0.5121638924455826,91.1651728553137,90.78104993597951,0.0,0.12804097311139565,8.8348271446863,15.877080665813061,71.06274007682458,11.907810499359796,86.93982074263765,1.0243277848911652,74.64788732394366,85.65941101152369,69.27016645326505,16.389244558258643,0.8962868117797695,0.2560819462227913,12.03585147247119,62.22791293213828,28.55313700384123,3.329065300896287,4.097311139564661,1.1523687580025608,8.194622279129321,91.1651728553137,0.0,0.0,7.554417413572343,87.45198463508322,0.8962868117797695,2.3047375160051216,29.06530089628681,37.516005121638926,4.225352112676056,0.0,23.5595390524968,100.0,80.92189500640205,,,,,0.2560819462227913,19.46222791293214,5.505761843790013,28.80921895006402,,,,,,24.839948783610755,78.10499359795135,68.88604353393086,8.066581306017925,9.475032010243277,26.12035851472471,2.3047375160051216,23.81562099871959,0.8962868117797695,2.176696542893726,66.58130601792574,,,,,,,,,,,11.685823754789272,3.6491678,781,3.6491678,781,2.3322423,1222.0,1.1128465,2561.0
010701,1492,98.65951742627345,1.1394101876675604,0.0,0.0,0.0,87.1313672922252,12.533512064343164,0.3351206434316354,89.81233243967829,47.05093833780161,42.761394101876675,10.187667560321715,83.57908847184987,1.0723860589812333,5.160857908847185,0.0,98.32439678284182,98.05630026809652,0.0,0.13404825737265416,1.675603217158177,25.871313672922252,69.10187667560322,2.0107238605898123,95.04021447721179,2.8150134048257374,75.46916890080429,93.49865951742628,74.59785522788204,18.900804289544237,4.490616621983914,0.2680965147453083,1.2734584450402144,55.361930294906166,32.975871313672926,3.954423592493298,4.557640750670242,1.876675603217158,55.83109919571046,43.5656836461126,0.0,0.06702412868632708,41.89008042895443,33.44504021447721,16.823056300268096,7.439678284182306,6.367292225201072,70.3083109919571,19.03485254691689,2.2117962466487935,33.10991957104557,100.0,92.69436997319035,,,,,2.3458445040214477,9.785522788203753,4.892761394101877,16.68900804289544,,,,,,42.96246648793566,86.1260053619303,90.14745308310992,31.099195710455763,23.86058981233244,41.21983914209115,8.646112600536194,1.1394101876675604,0.2680965147453083,9.718498659517426,87.80160857908847,,,,,,,,,,,4.157043879907621,3.3190348,1492,3.3190348,1492,1.7654189,2805.0,1.1972921,4136.0
010704,577,90.98786828422877,3.292894280762565,3.119584055459272,0.8665511265164645,0.0,76.94974003466204,17.504332755632582,5.545927209705373,66.72443674176776,40.20797227036395,26.51646447140381,33.27556325823224,64.47140381282496,0.3466204506065858,1.733102253032929,0.1733102253032929,80.93587521663778,80.06932409012131,0.0,0.1733102253032929,19.064124783362217,0.0,91.50779896013864,7.972270363951473,91.85441941074524,0.1733102253032929,70.7105719237435,89.42807625649914,77.64298093587522,11.785095320623917,4.506065857885615,0.1733102253032929,5.892547660311958,79.54939341421144,15.59792027729636,1.3864818024263432,2.2530329289428077,0.8665511265164645,35.52859618717504,63.4315424610052,0.0,0.0,29.80935875216638,11.43847487001733,19.584055459272097,37.08838821490468,34.66204506065858,52.85961871750433,10.571923743500866,0.5199306759098787,26.863084922010398,100.0,83.53552859618718,,,,,0.5199306759098787,13.344887348353552,3.6395147313691507,31.19584055459272,,,,,,38.64818024263432,63.084922010398614,66.37781629116118,16.11785095320624,28.596187175043326,49.91334488734835,9.532062391681109,1.2131715771230502,0.0,0.8665511265164645,64.99133448873484,,,,,,,,,,,2.457757296466974,4.2270365,577,4.2270365,577,2.5646687,951.0,1.5055555,1620.0
010801,1035,95.07246376811594,3.285024154589372,0.0966183574879227,0.0966183574879227,0.0,83.57487922705315,14.58937198067633,1.8357487922705313,87.14975845410628,37.68115942028985,49.468599033816425,12.85024154589372,85.41062801932367,0.2898550724637681,1.3526570048309179,0.0966183574879227,97.10144927536231,96.61835748792271,0.1932367149758454,0.1932367149758454,2.898550724637681,0.0,88.98550724637681,9.27536231884058,89.27536231884058,1.4492753623188406,69.95169082125604,90.43478260869566,80.96618357487922,9.468599033816425,3.6714975845410627,0.3864734299516908,5.4106280193236715,61.64251207729468,28.985507246376812,1.642512077294686,4.63768115942029,2.608695652173913,34.009661835748794,65.31400966183575,0.0,0.0,34.78260869565217,59.51690821256039,4.251207729468599,0.7729468599033816,12.753623188405797,41.54589371980676,23.381642512077295,1.1594202898550725,32.94685990338164,100.0,92.94685990338164,,,,,2.608695652173913,4.830917874396135,4.541062801932367,16.52173913043478,,,,,,37.00483091787439,77.0048309178744,79.1304347826087,30.241545893719806,14.782608695652174,24.541062801932366,15.36231884057971,2.318840579710145,0.0,4.3478260869565215,80.0,,,,,,,,,,,5.355776587605202,3.0454106,1035,3.0454106,1035,1.609806,1958.0,1.0,3152.0
