cod_ine,pct_agua_caneria,pct_agua_pileta,pct_agua_pozo,pct_agua_pozo_bomba,pct_agua_carro,pct_alcantarillado,pct_camara_septica,pct_pozo_ciego,pct_desague_superficie,pct_sin_desague,pct_electricidad,pct_elec_red,pct_panel_solar,pct_sin_energia,pct_gas_garrafa,pct_gas_red,pct_lena_guano,pct_basura_formal,pct_basura_carro,pct_basura_quema,pct_basura_entierra,pct_basura_informal,pct_viv_propia,pct_viv_alquilada,pct_viv_anticretico,pct_viv_prestada,pct_pared_ladrillo,pct_pared_adobe,pct_pared_madera,pct_revoque,pct_techo_calamina,pct_techo_teja,pct_techo_losa,pct_techo_paja,pct_piso_tierra,pct_piso_cemento,pct_piso_ceramica,pct_hogar_unipersonal,pct_hogar_extendido,pct_hogar_monoparental,pct_radio,pct_televisor,pct_internet,pct_celular,pct_menor20,pct_60_mas,pct_edu_superior,pct_edu_ninguno,pct_salud_publica,pct_salud_privada,pct_salud_tradic,pct_sin_seguro,pct_sus,pct_nacido_otro_municipio,pct_nacido_extranjero,pct_catocu_asalariado,pct_catocu_cuenta_propia,pct_rama_agricultura,pct_rama_comercio,pct_rama_manufactura,pct_rama_construccion,pct_rama_transporte,pct_rama_alojamiento,pct_20_39,pct_40_59,pct_hacinamiento,pct_hacinamiento_medio,pct_vivienda_desocupada,pct_viv_colectiva,pct_migrante_reciente,pct_res5_extranjero,pct_edu_primaria,pct_edu_secundaria,pct_rama_ensenanza,pct_rama_salud,pct_hogar_nuclear,pct_hogar_compuesto,pct_hogar_sin_jefe,pct_piso_madera,pct_piso_ladrillo,pct_pared_tabique,pct_agua_mejorada,pct_agua_vertiente,pct_agua_lluvia,pct_cocina_electricidad,pct_cocina_solar,pct_no_cocina,pob_total,viviendas,tam_hogar,densidad,indice_masculinidad,brecha_edu_superior,brecha_edu_ninguno,brecha_sin_seguro,brecha_cuenta_propia
010101,91.95593536514659,3.930020923138975,1.2327005974438479,1.0738864100431067,1.0688446898081625,91.78325644709975,0.7676019057702488,1.3562227431999798,1.728049610527112,4.146814893241574,99.3042426075777,98.71058004991303,0.054198492525649754,0.6957573924222945,49.25760669540447,47.96944717537624,0.8583528699992438,92.07819708084398,48.91855100960448,5.237086894048249,0.20040837933903047,2.252388514961305,58.10204441755527,22.920920618114902,8.011293453326275,9.637248229095768,87.61879553303586,11.798885779828078,0.0403337618795533,86.47684589982101,29.70581562429101,33.382490105624036,34.925256497516955,0.2634298822758325,2.625475812347173,37.96037207895334,53.05276160225869,22.147016562050972,26.608938969976556,17.917013284932818,69.3186115102473,84.77904661070357,89.63044190677859,94.16042753787592,34.40340998458586,10.322359935826858,57.1714644774086,4.013835547255793,24.604813110042898,11.089134928943936,7.175075934310008,19.269273654029945,58.32231602421153,34.87468904611807,1.6041067664355688,46.33943863819078,42.982103533852985,5.720681613128373,23.10998757298742,8.69124831894864,9.017244607868172,6.561632875406431,7.549835725107672,36.334895718644816,18.939334360942464,11.399329451208752,10.321661750989438,3.2168724909396875,0.12607945643400875,1.8001618921640243,0.2436279639098932,12.025063716336046,26.789636258999565,8.087772160087159,6.881671007609417,30.70785752098616,2.5233809775895537,0.036552471703345184,4.2123572562958485,1.057500819279538,0.05545892258438579,97.10353172502458,0.2230961203962792,0.802893947414858,0.24956515162973605,0.01512516070483249,1.6158713352996041,282616,105916,2.668303183654972,68.21162115736318,90.28208005985783,0.7454391944161358,4.016536570585561,-5.766666089600935,-2.058507979285629
010102,68.06981519507187,10.369609856262834,14.8870636550308,13.039014373716633,1.4373716632443532,56.57084188911704,4.825462012320329,26.386036960985628,0.8213552361396304,10.574948665297741,97.74127310061601,96.81724845995893,0.3080082135523614,2.2587268993839835,49.48665297741273,37.885010266940455,10.369609856262834,51.950718685831625,41.37577002053388,36.550308008213555,3.7987679671457903,5.852156057494867,80.28747433264887,8.213552361396303,0.3080082135523614,9.958932238193018,68.17248459958932,30.80082135523614,0.0,88.50102669404518,36.85831622176591,46.303901437371664,14.06570841889117,0.8213552361396304,5.646817248459959,64.98973305954826,27.310061601642712,24.94866529774127,25.256673511293634,13.24435318275154,72.07392197125257,69.91786447638604,80.08213552361396,88.50102669404518,33.38577721837634,16.614222781623663,31.867103416003744,9.639681796911558,29.759414225941423,8.410041841004183,11.380753138075313,9.624639076034649,79.91658646134103,32.82732447817837,3.1625553447185326,29.66706302021403,55.053507728894175,32.76255707762557,16.72374429223744,9.018264840182649,11.015981735159817,6.050228310502283,5.422374429223744,29.672750157331656,20.327249842668344,11.704312114989733,11.396303901437372,4.684548545523234,0.11333585190782017,4.132492113564669,0.7570977917981072,27.281235376696305,31.211979410388395,4.566210045662101,3.767123287671233,33.983572895277206,2.3613963039014374,0.0,0.3080082135523614,1.1293634496919918,0.3080082135523614,93.22381930184805,2.566735112936345,1.3347022587268993,0.0,0.0,2.1560574948665296,5771,2825,2.0428318584070797,11.004084758602023,98.50093691442848,0.22083897728889923,11.724581995913512,-2.2449213194646305,2.413265732788858
010103,81.44796380090497,13.800904977375566,0.22624434389140272,0.22624434389140272,0.22624434389140272,42.081447963800905,2.7149321266968327,13.574660633484163,0.45248868778280543,39.14027149321267,93.89140271493213,92.08144796380091,1.1312217194570136,6.108597285067873,59.04977375565611,0.22624434389140272,38.68778280542986,47.737556561085974,16.289592760180994,44.57013574660633,0.9049773755656109,6.108597285067873,80.09049773755656,13.122171945701357,0.22624434389140272,5.656108597285068,37.55656108597285,61.53846153846154,0.0,82.8054298642534,53.16742081447964,41.1764705882353,5.203619909502263,0.45248868778280543,16.968325791855204,63.34841628959276,15.610859728506787,41.8552036199095,18.32579185520362,22.398190045248867,36.425339366515836,43.89140271493213,65.38461538461539,81.90045248868778,46.2780269058296,10.582959641255606,21.88006482982172,10.372771474878444,34.421265141318976,4.27321668909825,15.37685060565276,4.036697247706422,86.5137614678899,22.854561878952122,0.09033423667570009,29.321663019693656,54.48577680525164,48.82226980728051,7.28051391862955,4.282655246252677,5.995717344753747,1.9271948608137044,5.353319057815845,25.829596412556054,17.309417040358746,19.457013574660632,11.990950226244344,1.9401778496362168,0.2425222312045271,5.485611510791367,0.2697841726618705,38.249594813614266,29.497568881685574,7.708779443254818,6.852248394004283,15.384615384615385,1.3574660633484164,0.45248868778280543,1.583710407239819,2.0361990950226243,0.0,95.70135746606334,2.0361990950226243,0.6787330316742082,0.0,0.0,2.0361990950226243,1523,910,1.6736263736263737,36.850344647189495,90.92465753424658,-6.386110103875605,11.916899515815969,-0.34131995035346163,5.529592032177746
010201,92.51497005988024,4.491017964071856,0.0,0.0,0.0,87.42514970059881,2.9940119760479043,3.2934131736526946,0.8982035928143712,5.089820359281437,98.80239520958084,98.50299401197604,0.2994011976047904,1.1976047904191616,90.41916167664671,0.8982035928143712,6.287425149700598,94.61077844311377,76.94610778443113,4.790419161676646,0.0,0.5988023952095808,70.35928143712574,18.862275449101798,2.095808383233533,6.586826347305389,44.31137724550898,54.790419161676645,0.0,91.91616766467065,37.4251497005988,49.40119760479042,11.676646706586826,0.2994011976047904,3.2934131736526946,65.26946107784431,29.04191616766467,28.74251497005988,23.353293413173652,12.275449101796408,55.38922155688623,72.75449101796407,76.64670658682634,89.52095808383234,37.585199610516064,14.021421616358325,37.674418604651166,9.922480620155039,28.98683807774717,7.2237526782981325,9.856137128864402,6.096361848574238,71.09144542772862,24.951076320939336,0.29354207436399216,29.78723404255319,54.35203094777563,29.37956204379562,16.970802919708028,2.18978102189781,7.846715328467154,5.656934306569343,5.474452554744525,27.555988315481986,20.83739045764362,18.562874251497007,13.77245508982036,2.7892561983471076,0.6198347107438017,5.180840664711632,0.0,27.906976744186046,24.496124031007753,12.591240875912408,4.927007299270073,32.634730538922156,2.9940119760479043,0.0,0.8982035928143712,1.4970059880239521,0.2994011976047904,98.80239520958084,2.9940119760479043,0.0,0.5988023952095808,0.0,1.7964071856287425,1398,750,1.864,18.943245678138286,91.96261682242991,0.023122278315156564,7.805695787891633,-2.0681613932876752,-3.5849396505134195
010202,82.17898832684826,12.373540856031129,0.23346303501945526,0.0,0.0,55.4863813229572,2.178988326848249,6.070038910505836,2.568093385214008,30.505836575875488,95.7976653696498,94.86381322957199,0.311284046692607,4.202334630350195,63.42412451361868,6.303501945525292,28.326848249027236,37.66536964980545,28.09338521400778,46.22568093385214,4.046692607003891,11.673151750972762,75.09727626459144,15.019455252918288,0.23346303501945526,8.638132295719844,33.0739299610895,65.99221789883268,0.07782101167315175,74.70817120622569,47.00389105058366,46.9260700389105,2.3346303501945527,2.9571984435797667,33.0739299610895,56.49805447470817,8.638132295719844,17.7431906614786,34.007782101167315,9.961089494163424,50.73929961089494,46.536964980544745,64.04669260700389,80.23346303501945,41.77050399851218,10.693695369164962,21.45361810647115,19.859738603761556,35.300629627067046,3.584030997024839,12.461080744482114,6.367833782223932,85.97537514428626,15.192743764172336,0.35903250188964475,27.19683655536028,42.48681898066784,59.05797101449275,5.797101449275362,6.159420289855072,9.541062801932368,1.8115942028985508,2.13365539452496,30.742049469964666,16.79375116235819,39.8443579766537,16.80933852140078,1.332398316970547,0.1402524544179523,4.88171235448742,0.13143071723619978,26.267134204654127,32.41950908511316,5.917874396135265,3.6231884057971016,35.09727626459144,3.190661478599222,0.0,0.311284046692607,1.1673151750972763,0.311284046692607,96.34241245136187,4.357976653696498,0.1556420233463035,0.38910505836575876,0.0,1.556420233463035,6955,1913,3.6356508102456875,61.93640933699861,88.99824253075572,-0.8958819574528576,10.603618492264934,-0.33256154096999246,-17.0342833348398
010301,94.40820130475304,4.846225535880708,0.0,0.0,0.0,84.62255358807083,1.3979496738117427,4.100652376514446,1.30475302889096,8.387698042870456,98.97483690587138,98.69524697110904,0.27958993476234856,1.0251630941286114,89.93476234855545,0.65237651444548,6.989748369058714,88.0708294501398,72.22739981360671,9.692451071761417,0.4659832246039143,1.7707362534948743,69.15191053122088,21.808014911463186,0.9319664492078286,6.244175209692451,49.02143522833178,50.60577819198509,0.0,89.37558247903075,50.04659832246039,36.81267474370922,11.74277726001864,0.7455731593662628,8.387698042870456,63.00093196644921,26.001863932898416,16.02982292637465,31.780055917986953,15.65703634669152,58.80708294501398,73.81174277726002,78.37837837837837,90.40074557315937,35.834535834535835,11.327561327561327,33.95383469843634,8.749069247952345,28.045607591062137,5.869299051117233,13.7894092439547,8.98159509202454,75.36196319018404,29.37046004842615,0.6779661016949152,37.09428129829985,50.23183925811438,27.32919254658385,17.821309125656953,8.504538939321549,12.6134734830387,3.440038222646918,4.586717630195891,34.27128427128427,18.566618566618565,24.044734389561977,19.105312208760484,1.1120615911035072,0.2566295979469632,7.06337687469763,0.43541364296081275,27.513030528667162,29.784065524944154,6.354515050167224,4.108934543717153,31.68685927306617,4.846225535880708,0.0,1.0251630941286114,1.30475302889096,0.1863932898415657,99.34762348555452,0.27958993476234856,0.27958993476234856,0.27958993476234856,0.0,2.1435228331780056,5166,1419,3.6405919661733614,45.16980789785768,101.35593220338983,-0.7023788731886711,6.820804120681865,-2.950452099777997,-3.0263449525412156
010302,85.41996830427892,9.508716323296355,0.0,0.0,0.0,70.68145800316957,2.218700475435816,11.09350237717908,0.15847860538827258,15.530903328050712,94.61172741679873,93.34389857369256,0.6339144215530903,5.3882725832012675,41.20443740095087,32.17115689381934,25.198098256735342,59.746434231378764,45.95879556259905,28.050713153724246,3.3280507131537242,8.874801901743265,78.92234548335975,13.153724247226624,0.6339144215530903,6.497622820919176,28.84310618066561,70.5229793977813,0.0,80.03169572107765,26.782884310618066,61.014263074484944,4.120443740095087,6.022187004754358,25.515055467511885,51.82250396196513,20.126782884310618,15.37242472266244,30.903328050713153,15.847860538827259,53.09033280507131,52.456418383518226,62.282091917591124,81.29952456418384,38.687872763419485,10.894632206759443,20.615183246073297,15.31413612565445,33.304485792586185,4.0530794749747585,15.736333477571037,8.278418451400329,85.37891268533772,15.201612903225806,0.8467741935483871,29.16274694261524,53.998118532455315,41.364785172704295,10.867733782645324,7.0766638584667225,16.680707666385846,2.443133951137321,5.054759898904802,32.1272365805169,18.290258449304176,29.31854199683043,18.700475435816166,2.5982256020278833,0.2534854245880862,6.35048231511254,0.3215434083601286,30.82460732984293,33.246073298429316,3.6225779275484413,3.1171019376579614,34.7068145800317,3.011093502377179,0.15847860538827258,0.0,2.3771790808240887,0.31695721077654515,96.35499207606973,2.6941362916006337,2.0602218700475436,0.31695721077654515,0.0,0.7923930269413629,5292,1658,3.191797346200241,28.820733031421927,96.024941543258,-2.702164580926766,8.640816193420266,-1.2202133082462314,-3.1958976114570206
010303,82.77777777777777,14.88888888888889,1.1111111111111112,0.8888888888888888,0.0,75.22222222222223,2.2222222222222223,15.666666666666666,0.4444444444444444,5.666666666666667,98.77777777777777,98.33333333333333,0.0,1.2222222222222223,94.11111111111111,0.3333333333333333,4.333333333333333,85.11111111111111,74.33333333333333,12.666666666666666,0.5555555555555556,1.3333333333333333,70.11111111111111,17.555555555555557,0.6666666666666666,10.777777777777779,38.0,61.55555555555556,0.0,88.11111111111111,16.444444444444443,71.11111111111111,9.666666666666666,1.3333333333333333,16.444444444444443,62.44444444444444,13.222222222222221,24.333333333333332,21.0,15.333333333333334,71.33333333333333,74.33333333333333,76.44444444444444,89.11111111111111,39.12737508796622,11.505981703026038,26.345609065155806,9.51841359773371,27.48146622734761,6.342668863261944,13.82825370675453,8.413205537806176,81.29215477458288,20.480225988700564,0.3531073446327684,23.613086770981507,61.948790896159316,53.172413793103445,11.448275862068966,5.655172413793103,6.0,2.896551724137931,3.5172413793103448,30.75299085151302,18.613652357494722,22.22222222222222,14.666666666666666,2.106792589901925,0.10897203051216854,2.326401127952062,0.0,30.991501416430594,33.14447592067989,6.482758620689655,3.0344827586206895,37.22222222222222,2.111111111111111,0.0,0.3333333333333333,7.444444444444445,0.1111111111111111,99.44444444444444,0.8888888888888888,0.0,0.1111111111111111,0.0,1.1111111111111112,3399,1802,1.886237513873474,19.40340293552765,93.99317406143345,-0.6628973515058334,11.252102184208084,-2.556920515601746,-9.254471544715443
010304,90.42145593869732,7.662835249042145,0.0,0.0,0.0,77.39463601532567,0.0,10.344827586206897,0.0,10.727969348659004,98.08429118773947,97.70114942528735,0.3831417624521073,1.9157088122605364,47.509578544061306,36.015325670498086,12.64367816091954,76.24521072796935,60.53639846743295,16.47509578544061,0.0,7.2796934865900385,68.5823754789272,21.0727969348659,2.2988505747126435,6.896551724137931,34.86590038314176,65.13409961685824,0.0,92.33716475095785,9.96168582375479,83.52490421455938,5.363984674329502,1.1494252873563218,6.130268199233717,65.13409961685824,27.203065134099617,32.95019157088122,21.455938697318008,18.39080459770115,48.65900383141762,62.452107279693486,81.22605363984674,90.03831417624521,31.636863823933975,12.65474552957359,31.504065040650406,8.94308943089431,30.691708657810352,6.8254695373339445,13.925790196976637,10.656934306569344,76.4963503649635,33.70473537604457,1.8105849582172702,35.01483679525222,52.52225519287834,32.76836158192091,10.451977401129943,7.062146892655368,11.864406779661017,5.084745762711864,4.519774011299435,32.46217331499312,23.246217331499313,18.39080459770115,10.727969348659004,1.1804384485666104,0.16863406408094436,10.30640668523677,1.532033426183844,24.59349593495935,34.959349593495936,8.757062146892656,5.932203389830509,26.053639846743295,0.7662835249042146,0.0,1.1494252873563218,0.3831417624521073,0.0,98.46743295019157,0.3831417624521073,0.3831417624521073,0.0,0.0,3.8314176245210727,1191,451,2.6407982261640797,18.415845439769573,89.32291666666667,2.9770750196189724,9.66422333906597,-1.0501181061928726,-13.015399900645804
010401,93.83921863260706,4.658151765589782,0.3756574004507889,0.3005259203606311,0.07513148009015777,88.50488354620586,1.2021036814425243,5.033809166040571,0.0,5.033809166040571,99.39894815927873,99.17355371900827,0.07513148009015777,0.6010518407212622,94.1397445529677,0.15026296018031554,2.8549962434259957,97.145003756574,82.49436513899323,1.7280240420736288,0.3005259203606311,0.8264462809917356,62.2839969947408,25.469571750563485,3.1555221637866264,7.212622088655147,62.2839969947408,37.265214124718256,0.0,91.73553719008264,16.829451540195343,66.41622839969948,15.627347858752817,0.3005259203606311,4.658151765589782,34.710743801652896,49.88730277986476,31.40495867768595,21.036814425244177,16.22839969947408,64.08715251690458,74.68069120961682,82.87002253944402,91.20961682945153,33.60896238997066,14.21712456655108,42.71536323938071,6.192933703850734,27.29958152129318,6.7038647739394435,13.046689094937229,7.106048277732574,75.42717656631407,30.550335570469798,0.697986577181208,34.48275862068966,52.28942905596382,27.062706270627064,16.611661166116612,6.16061606160616,8.690869086908691,4.785478547854786,6.82068206820682,31.07495332088557,21.098959722592692,14.425244177310294,11.419984973703983,1.5242242787152966,0.21774632553075668,7.309236947791165,0.1606425702811245,27.868201667328304,23.223501389440255,7.81078107810781,5.555555555555555,28.775356874530427,2.4042073628850487,0.0,0.4507888805409467,9.917355371900827,0.07513148009015777,98.87302779864763,0.15026296018031554,0.3005259203606311,0.22539444027047334,0.0,2.5544703230653645,4352,2176,2.0,25.17002321313013,89.91894630192502,4.374321729693634,5.985474580515903,-4.670335020563673,-1.6985794495592472
