cod_ine,emigrantes,edad_prom_emigracion,pct_emi_argentina,_den_pct_emi_argentina,pct_emi_brasil,_den_pct_emi_brasil,pct_emi_chile,_den_pct_emi_chile,pct_emi_espana,_den_pct_emi_espana,pct_emi_eeuu,_den_pct_emi_eeuu,_den_edad_prom_emigracion,fallecidos,edad_prom_fallecimiento,pct_muertes_covid,_den_pct_muertes_covid,_den_edad_prom_fallecimiento,fallecidos_2023,emigrantes_x1000,tasa_mortalidad
010902,1168,23.57092819614711,82.1917808219178,1168,3.0821917808219177,1168,12.585616438356164,1168,0.7705479452054794,1168,0.2568493150684932,1168,1168,505,64.23770491803279,6.138613861386139,505,505,128,78.66379310344827,8.620689655172415
010903,95,28.694736842105264,77.89473684210526,95,5.2631578947368425,95,11.578947368421053,95,1.0526315789473684,95,2.1052631578947367,95,95,128,64.54330708661418,14.0625,128,128,30,18.939393939393938,5.980861244019139
011001,350,27.194767441860463,18.571428571428573,350,9.714285714285714,350,51.42857142857143,350,14.857142857142858,350,2.2857142857142856,350,350,256,63.02057613168724,8.984375,256,256,70,26.351453094413493,5.270290618882698
011002,37,24.944444444444443,21.62162162162162,37,13.513513513513514,37,59.45945945945946,37,5.405405405405405,37,0.0,37,37,63,63.65573770491803,3.1746031746031744,63,63,14,14.52689438555163,5.496662740478995
011003,115,27.469026548672566,25.217391304347824,115,17.391304347826086,115,39.130434782608695,115,7.826086956521739,115,3.4782608695652173,115,115,201,56.608247422680414,8.955223880597014,201,201,49,15.894955079474775,6.7726330338631655
020101,17134,29.20942534263044,17.053811135753474,17134,19.149060347846387,17134,17.771682035718456,17134,9.892611182444263,17134,10.674681918991478,17134,17134,31953,65.90497043311491,20.54267204957281,31953,31953,5457,22.621202459365936,7.204616658151039
020102,621,22.84006734006734,17.06924315619968,621,68.59903381642512,621,10.466988727858293,621,1.6103059581320451,621,0.322061191626409,621,621,888,58.811542991755005,12.5,888,888,214,28.57931796217037,9.84858944268029
020103,539,24.685606060606062,18.552875695732837,539,51.02040816326531,539,12.430426716141001,539,3.7105751391465676,539,4.452690166975882,539,539,802,64.02077922077922,17.705735660847882,802,802,141,26.362124620952752,6.89621441846816
020104,1344,24.727969348659006,21.577380952380953,1344,47.17261904761905,1344,20.089285714285715,1344,2.380952380952381,1344,2.1577380952380953,1344,1344,1611,60.63451776649746,17.50465549348231,1611,1611,316,29.098467134320604,6.841603879795618
020105,24190,26.173375540060743,24.679619677552708,24190,45.73790822653989,24190,19.214551467548574,24190,3.12525837122778,24190,1.062422488631666,24190,24190,35785,59.713081976578124,19.48861254715663,35785,35785,6257,27.307876837975897,7.063471904721587
020201,2077,23.577443609022556,23.4954260953298,2077,67.45305729417429,2077,6.114588348579682,2077,0.7221954742416947,2077,0.19258545979778527,2077,2077,2497,63.37167774086379,16.05927112535042,2497,2497,521,43.95116067460905,11.024821719533614
020202,541,24.238921001926784,23.475046210720887,541,67.46765249537893,541,4.990757855822551,541,1.1090573012939002,541,0.0,541,541,969,64.54545454545455,14.963880288957688,969,969,177,31.911756031380875,10.440629976995222
